Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Matched Audience Targeting Consumption (Video Click),Link Clicks,Views,Reach from Organic posts,Reach from Boosted posts,3-second video views,1-minute video views,3-Second viewers,1-minute viewers,3-second video views from Boosted posts,3-second video views from Organic posts,Negative feedback from users,Unique negative feedback from users,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,"3-second video views by top audience (F, 18-24)","3-second video views by top audience (F, 25-34)","3-second video views by top audience (M, 25-34)","3-second video views by top audience (M, 18-24)","3-second video views by top audience (M, 35-44)","3-second video views by top audience (F, 35-44)","3-second video views by top audience (M, 45-54)","3-second video views by top audience (F, 45-54)","3-second video views by top audience (M, 55-64)","3-second video views by top audience (F, 55-64)","3-second video views by top audience (M, 65+)","3-second video views by top audience (F, 65+)",3-second video views by country (Egypt (EG)),3-second video views by country (Saudi Arabia (SA)),3-second video views by country (United Arab Emirates (AE)),3-second video views by country (Iraq (IQ)),3-second video views by country (Philippines (PH)),3-second video views by country (Nigeria (NG)),3-second video views by country (Brazil (BR)),3-second video views by country (Jordan (JO)),3-second video views by country (Kuwait (KW)),3-second video views by country (Algeria (DZ)),3-second video views by country (Tunisia (TN)),3-second video views by country (Morocco (MA)),3-second video views by country (Yemen (YE)),3-second video views by country (Syria (SY)),3-second video views by country (Sudan (SD)),3-second video views by country (Palestine (PS)),3-second video views by country (Lebanon (LB)),3-second video views by country (Russia (RU)),3-second video views by country (Oman (OM)),3-second video views by country (Finland (FI)),3-second video views by country (Turkey (TR)),3-second video views by country (Spain (ES)),3-second video views by country (Cyprus (CY)),3-second video views by country (Austria (AT)),3-second video views by country (Libya (LY)),3-second video views by country (Belgium (BE)),3-second video views by country (Italy (IT)),3-second video views by country (France (FR)),3-second video views by country (South Korea (KR)),3-second video views by country (Mauritania (MR)),3-second video views by country (Germany (DE)),3-second video views by country (India (IN)),3-second video views by country (Peru (PE)),3-second video views by country (Bangladesh (BD)),3-second video views by country (Colombia (CO)),3-second video views by country (Thailand (TH)),3-second video views by country (Indonesia (ID)),3-second video views by country (Ecuador (EC)),3-second video views by country (Mexico (MX)),3-second video views by country (Nepal (NP)),3-second video views by country (Cambodia (KH)),3-second video views by country (Mongolia (MN)),3-second video views by country (Poland (PL)),3-second video views by country (Venezuela (VE)),3-second video views by country (Sri Lanka (LK)),3-second video views by country (Laos (LA))
1011,6.15528E+13,المشورة والفحص قبل الزواج ,"💡 لو كان القرار بيدك...
هل تجعل الفحص الطبي قبل الزواج إلزامي؟ ⚖️🧬

👫 حياة زوجية سعيدة تبدأ بخطوة وعي!
🚨 أمراض وراثية؟ أمراض مزمنة؟ أمور لازم نعرفها قبل ما نقول ""نعم"" 💍

📣 رأيك يهمنا!
هل تؤيد الإلزام؟ ولماذا؟ شاركنا في التعليقات 👇

#خلينا_نسمعك
#الفحص_قبل_الزواج",,0,04/19/2025 12:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid0VsZ24fYmCMaSvLk2VojoHHAetDgZwrSSorPxLdPWEPrf3FwULUUChHe3EfosZve5l,0,0,Photos,,,,,Lifetime,0,328,43,38,4,1,11,9,2,,,0,328,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,6.15528E+13,المشورة والفحص قبل الزواج ,"""الفحص الطبي قبل الزواج: قرار مسؤول يمهّد لحياة مستقرة وآمنة.""

في مشهد درامي توعوي بعنوان ""خطوة على طريق الطمأنينة""، نسلّط الضوء على أهمية الفحص الطبي قبل الزواج كأحد الركائز الأساسية لبناء أسرة صحية ومتماسكة.

من خلال حوار هادف يدور بين شابين مقبلين على الزواج وأخصائية صحية، يتم طرح أسئلة جوهرية:
📌ما أهمية الفحص الطبي قبل الزواج؟
📌كيف يمكن أن يؤثر في قرارات الشريكين؟
📌وما هو الدور الذي تلعبه التوعية في تجنب الأمراض الوراثية والمعدية؟

المشهد يقدم نموذجًا واقعيًا لما قد يواجهه المقبلون على الزواج عند اتخاذ قرارات مصيرية مبنية على الوعي والمعرفة.

ندعوكم لمتابعة هذا المشهد، والمشاركة في تعزيز ثقافة الفحص الطبي الوقائي بين الشباب.

#صحة_الأسرة
#الفحص_قبل_الزواج","""الفحص الطبي قبل الزواج: قرار مسؤول يمهّد لحياة مستقرة وآمنة.""

في مشهد درامي توعوي بعنوان ""خطوة على طريق الطمأنينة""، نسلّط الضوء على أهمية الفحص الطبي قبل الزواج كأحد الركائز الأساسية لبناء أسرة صحية ومتماسكة.

من خلال حوار هادف يدور بين شابين مقبلين على الزواج وأخصائية صحية، يتم طرح أسئلة جوهرية:
📌ما أهمية الفحص الطبي قبل الزواج؟
📌كيف يمكن أن يؤثر في قرارات الشريكين؟
📌وما هو الدور الذي تلعبه التوعية في تجنب الأمراض الوراثية والمعدية؟

المشهد يقدم نموذجًا واقعيًا لما قد يواجهه المقبلون على الزواج عند اتخاذ قرارات مصيرية مبنية على الوعي والمعرفة.

ندعوكم لمتابعة هذا المشهد، والمشاركة في تعزيز ثقافة الفحص الطبي الوقائي بين الشباب.

#صحة_الأسرة
#الفحص_قبل_الزواج",97,04/20/2025 12:00,auto,https://www.facebook.com/Premarital.Counseling2025/videos/1336198140990329/,1,0,Videos,,,,,Lifetime,0,800,120,93,23,4,80,80,,,,0,800,0,480,73,377,67,0,480,0,0,12975.241,12.44,0,0,0,147,82,66,114,23,19,2,13,,2,2,2,404,11,1,12,,,,16,6,5,4,4,3,3,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1013,6.15528E+13,المشورة والفحص قبل الزواج ,Your Video,,91,04/20/2025 13:46,auto,https://www.facebook.com/reel/1424808582037931/,0,0,Reels,,,,,Lifetime,0,454,157,152,3,2,0,,,,,0,454,0,,,,,0,336,,,9493.914,14.255,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,6.15528E+13,المشورة والفحص قبل الزواج ,"💡قبل ما تبدأوا حياتكم مع بعض… اعملوا ""أذكى خطوة"" ممكن تضمن لكم مستقبل آمن!
  
برنامج الفحص قبل الزواج مش رفاهية… ده بوابة لحياة صحية، مستقرة، وخالية من المفاجآت المؤلمة 💔

📋 البرنامج بيشمل 6 محاور أساسية لازم تعرفها:

1️⃣ الفحوصات الوراثية 🧬  
2️⃣ فحوصات الأمراض المنقولة جنسيًا😷  
3️⃣ فحوصات الخصوبة👶  
4️⃣ تحاليل الدم الشاملة 💉  
5️⃣ تقييم الصحة العامة 🩺  
6️⃣ التقييم النفسي والاجتماعي 🧠💬

✅ كل نقطة فيهم بتجاوب على أسئلة مهمة… هل أنتم متوافقين صحيًا؟ هل في شيء ممكن يأثر على الخصوبة؟ هل في أمراض ممكن تنتقل للأبناء؟  

📲 اعرف التفاصيل الكاملة عن كل مكون من مكونات الفحص قبل الزواج👇
  
🔗 https://thehealthgardens.com/ar/برنامج-الفحص-الطبي-ما-قبل-الزواج/

 #ابدأ_صح 
#الصحة_الزوجية 
 #الفحص_قبل_الزواج",,0,04/21/2025 12:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02SWq745xSUvDVqHhusSKmCQSD2vDt2GWQ2TypuDimZEv3kT7w9BaWy3G23Q7SAkHnl,0,0,Photos,,,,,Lifetime,0,306,71,54,16,1,24,19,,,5,0,306,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,6.15528E+13,المشورة والفحص قبل الزواج ,"💡 هل يحمل حمضك النووي أسرارًا عن مستقبل أطفالك؟ 🔬💍
💡هل تعلم أن بعض الأمراض الوراثية قد لا تظهر عليك لكنها قد تنتقل إلى أطفالك؟ 🤔

الفحص الجيني قبل الزواج ليس مجرد اختبار… إنه استثمار في صحة الأجيال القادمة! 🏡❤️

🔬 الفحص الجيني قبل الزواج يساعدك على:
✅ الكشف المبكر عن الأمراض الوراثية مثل فقر الدم المنجلي، الثلاسيميا، والتليف الكيسي.
✅ اتخاذ قرارات إنجابية ذكية لتقليل المخاطر الصحية على الأبناء.
✅ التخطيط الصحي للأسرة عبر استشارة وراثية متخصصة.
✅ حماية الأجيال القادمة من الأمراض الوراثية المتنحية، خاصة في حالات زواج الأقارب.
💡 مع تطور تقنيات الفحص الجيني، أصبح بإمكانك التنبؤ بالمخاطر الوراثية بدقة والتخطيط لمستقبل صحي لأطفالك. لا تدع الاحتمالات تقرر عنك—كن أنت صاحب القرار!

📲 اعرف التفاصيل الكاملة فى هذة المقالة👇
🔗 https://thehealthgardens.com/الفحص-الجيني-قبل…ج-خطوة-هامة-لضما/

#الفحص_الجيني
 #الفحص_قبل_الزواج",,0,04/22/2025 13:50,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid031D9wWSpAXuojySjUisKnT3UkRdNqwTrrryQnG3DZKBygiparM3YtKPAxBogJ2WMkl,0,0,Photos,,,,,Lifetime,0,290,68,64,3,1,35,28,,,7,0,290,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,6.15528E+13,المشورة والفحص قبل الزواج ,"قبل أن تقول ""نعم""... تأكد أنك تبدأ حياة صحية! 💍❤️

هل تعلم أن بعض الأمراض المنقولة جنسيًا (STDs) قد تكون بدون أعراض لكنها قد تؤثر على خصوبتك وصحة شريك حياتك؟ 🤔🔬

🔍 لماذا فحص الأمراض المنقولة جنسيًا مهم قبل الزواج؟
✅ الكشف المبكر عن العدوى الصامتة مثل الكلاميديا والسيلان التي قد تسبب العقم.
✅ الوقاية من الأمراض المزمنة مثل التهاب الكبد B و C، والتي قد تؤدي إلى مضاعفات خطيرة.
✅ حماية صحة شريكك المستقبلية من العدوى غير المكتشفة.
✅ التخطيط الآمن للإنجاب والحد من انتقال العدوى من الأم إلى الطفل.

💡 لا تدع المجهول يهدد سعادتك الزوجية! فحص بسيط اليوم يمكن أن يحمي مستقبلك ومستقبل عائلتك.

📲 اعرف التفاصيل الكاملة فى هذة المقالة👇
🔗  https://thehealthgardens.com/فحص-الأمراض-المنقولة-جنسيًا-قبل-الزوا/ ‎

#الفحص_قبل_الزواج 
#حياة_صحية",,0,04/23/2025 12:15,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02WqejLeJku2WxggFkUVsRvoFQ8hwxXcMkgVytbNAKAPh627nurQQNxRhgCF1JL6Zl,0,0,Photos,,,,,Lifetime,0,257,33,29,3,1,19,16,1,,2,0,257,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,6.15528E+13,المشورة والفحص قبل الزواج ,"💍 تحلم ببناء عائلة؟ تأكد أن الطريق ممهد منذ البداية! 👶❤️

القدرة على الإنجاب ليست مضمونة للجميع، لكنها يمكن تقييمها مبكرًا! اختبارات الخصوبة قبل الزواج تمنحك صورة واضحة عن صحتك الإنجابية وتساعدك على التخطيط الذكي للمستقبل. 🔬💡

🔍 لماذا فحص الخصوبة مهم؟
✅ للرجال: تحليل السائل المنوي للكشف عن عدد الحيوانات المنوية وحركتها وجودتها.
✅ للنساء: اختبارات الهرمونات مثل FSH وAMH لمعرفة احتياطي المبيض والصحة الإنجابية.
✅ فحوصات التصوير الطبي: للكشف عن أي مشكلات في الرحم أو قناتي فالوب قد تؤثر على الحمل.
✅ الكشف المبكر عن أي مشاكل قد تؤثر على الإنجاب، ما يسهل العلاج المبكر.
✅ تجنب القلق والضغوط المستقبلية واتخاذ قرارات إنجابية مستنيرة.

 اعرف التفاصيل الكاملة فى هذة المقالة 
   https://thehealthgardens.com/ar/اختبارات-الخصوبة-قبل-الزواج/
#فحوصات_الخصوبة
 #حياة_زوجية_صحية 
#الفحص_قبل_الزواج",,0,04/24/2025 12:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02FYa8qLsToNctyFa3W7FvxXLh3JKKXVptrffWGwngBG6qAficjqDJZQZaGmVMdnnYl,0,0,Photos,,,,,Lifetime,0,238,25,22,3,0,8,4,,,4,0,238,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,6.15528E+13,المشورة والفحص قبل الزواج ,"💉 جاهز للزواج؟ تأكد أن صحتك مستعدة أيضًا! 🩸💍

الزواج ليس مجرد مشاعر جميلة، بل هو التزام صحي وحياتي! الفحص قبل الزواج هو خطوتك الذكية نحو حياة زوجية مستقرة، حيث يساعدك على الكشف المبكر عن أي مشكلات صحية قد تؤثر على صحتك أو صحة شريك حياتك أو أطفالك في المستقبل. 🚀❤️

🔬 📌 نكمل رحلتنا مع الفحوصات ما قبل الزواج 
✅ 🔎 فحوصات الدم الأساسية:
🔸 فحص فصيلة الدم وعامل Rh لتجنب المضاعفات أثناء الحمل.
🔸 اختبار السكر في الدم للكشف عن السكري وتأثيره على الصحة الإنجابية.
🔸 تحليل وظائف الكبد والكلى لضمان صحة عامة سليمة.
🔸 الكشف عن الأمراض المزمنة والمعدية لحماية الزوجين من انتقال العدوى.
 اعرف التفاصيل الكاملة فى هذة المقالة 
   https://thehealthgardens.com/ar/الفحوصات-العامة-…ي-الفحص-قبل-الزو/ 

✅ 🔎 التقييم الصحي الشامل:
🔸 فحص القلب والرئتين وضغط الدم للتأكد من عدم وجود أمراض تؤثر على الحياة الزوجية.
🔸 تقييم التغذية والوزن وتأثيرها على الخصوبة والصحة العامة.
🔸 مراجعة التاريخ الطبي العائلي للكشف عن أي استعداد وراثي للأمراض.

 اعرف التفاصيل الكاملة فى هذة المقالة 
   https://thehealthgardens.com/ar/التقييم-الصحي-الشامل-قبل-الزواج/

💡 لماذا تنتظر؟ اكتشاف المشكلات الصحية مبكرًا يساعدك على التعامل معها بوعي، ويمنحك فرصة لبدء حياتك الزوجية بثقة وسلامة.

#الفحص_قبل_الزواج
#المشورة_قبل_الزواج
 #زواج_آمن",,0,04/25/2025 11:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02PVmNyyUcTzZzQbKKkn6DEhc5KfohjvSsRmAsL2QsUatT3roFYN4fXZzG6ohmxEPCl,0,0,Photos,,,,,Lifetime,0,384,51,39,11,1,36,26,,,10,0,384,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,6.15528E+13,المشورة والفحص قبل الزواج ,"💡 قبل أن تبدأ رحلتك الزوجية… هل أنت مستعد نفسيًا واجتماعيًا؟ 💍🧠

الزواج ليس مجرد حب ومشاركة، بل مسؤولية نفسية واجتماعية تحتاج إلى وعي واستعداد! 🏡❤️ الفحص النفسي والاجتماعي قبل الزواج هو مفتاحك لعلاقة مستقرة وسعيدة تدوم مدى الحياة.

🔍 ماذا يكشف الفحص النفسي والاجتماعي؟
✅ 🧠 التقييم النفسي:
🔸 الكشف عن الصحة النفسية لتحديد أي اضطرابات قد تؤثر على العلاقة.
🔸 اختبار الشخصية والذكاء العاطفي لمعرفة مدى التوافق بين الشريكين.
🔸 تقييم مهارات حل النزاعات والتواصل لضمان علاقة متينة ومستقرة.
✅ 👥 التقييم الاجتماعي:
🔸 معرفة الخلفية الأسرية والتوقعات الزوجية وتأثيرها على الحياة المشتركة.
🔸 فهم القيم الثقافية والدينية ومدى انسجامها بين الشريكين.
🔸 تقييم الإدارة المالية والتخطيط الأسري لتجنب المشاكل المستقبلية.

💡 لماذا هذا الفحص ضروري؟
✔️ يعزز التفاهم العاطفي والتواصل الفعّال بين الزوجين.
✔️ يساعد في تجنب الخلافات ويقلل من احتمالية الطلاق.
✔️ يمنحك رؤية أوضح عن نفسك وشريك حياتك، مما يسهم في زواج أكثر استقرارًا وسعادة.

🚀 الزواج رحلة تحتاج إلى وعي واستعداد… لا تبدأها دون التأكد من جاهزيتك النفسية والاجتماعية! 💖

 اعرف التفاصيل الكاملة فى هذة المقالة 
 https://thehealthgardens.com/ar/الفحص-النفسي-والاجتماعي-قبل-الزواج/
#الفحص_قبل_الزواج 
#المشورة_قبل_الزواج",,0,04/26/2025 11:02,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02cPkFFHJ8i5cYypxQ36Lag3mxCnQePMsWj9Rc9orBkt81aKX5NbezBGRv6jj1m3c5l,0,0,Photos,,,,,Lifetime,0,264,28,25,2,1,11,9,,,2,0,264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,6.15528E+13,المشورة والفحص قبل الزواج ,"نتائجك مطمئنة... لكن لحظة! لازم نفهم أكتر!

تخيل تكون قاعد في غرفة استشارة مريحة... الأوراق مرتبة، الأجواء هادئة... وتسمع جملة:
""نتائجكم كويسة جدًا، بس خلينا نوضح مع بعض بعض النقاط...""

وهنا تبدأ القصة!
هل معنى ""مطمئنة"" يعني كل شيء بخير تمامًا؟ أم أن هناك تفاصيل مهمة لازم تعرفها قبل ما تطمئن تمامًا؟

في هذا المشهد الواقعي والمؤثر:
نتابع حوار مليء بالمشاعر بين الأمل والتساؤلات.
نكتشف الفرق بين ظهور الجينات وظهور المرض.
نفهم أهمية المتابعة الدقيقة مع المتخصصين.

لأن الوعي أهم من التطمين اللحظي.
جهز قلبك وعقلك... وشوف كيف المعرفة بتعطيك قوة وراحة حقيقية.
#الامراض_الوراثية
#الفحص_قبل_الزواج
#المشورة_قبل_الزواج","نتائجك مطمئنة... لكن لحظة! لازم نفهم أكتر!

تخيل تكون قاعد في غرفة استشارة مريحة... الأوراق مرتبة، الأجواء هادئة... وتسمع جملة:
""نتائجكم كويسة جدًا، بس خلينا نوضح مع بعض بعض النقاط...""

وهنا تبدأ القصة!
هل معنى ""مطمئنة"" يعني كل شيء بخير تمامًا؟ أم أن هناك تفاصيل مهمة لازم تعرفها قبل ما تطمئن تمامًا؟

في هذا المشهد الواقعي والمؤثر:
نتابع حوار مليء بالمشاعر بين الأمل والتساؤلات.
نكتشف الفرق بين ظهور الجينات وظهور المرض.
نفهم أهمية المتابعة الدقيقة مع المتخصصين.

لأن الوعي أهم من التطمين اللحظي.
جهز قلبك وعقلك... وشوف كيف المعرفة بتعطيك قوة وراحة حقيقية.
#الامراض_الوراثية
#الفحص_قبل_الزواج
#المشورة_قبل_الزواج",81,04/27/2025 11:13,auto,https://www.facebook.com/Premarital.Counseling2025/videos/1391005098605475/,0,0,Videos,,,,,Lifetime,925,52673,121,104,14,3,1338,1335,,3,,925,604,52247,27512,862,22348,862,27182,330,0,0,346815.963,4.907,0,0,0,10408,6241,6772,2038,1243,527,69,34,23,24,27,26,27452,2,,,1,,,1,,3,,5,2,2,,1,,,,,,,,,,,,,,,,23,3,2,2,2,2,1,1,1,1,1,1,1,1,1
1021,6.15528E+13,المشورة والفحص قبل الزواج ,"🌍 هل تعلم أن الأمراض الوراثية تصيب ملايين الأشخاص حول العالم؟
كل حالة تروي قصة... وكل قصة تبدأ بوعي أكبر!

🔬 من الثلاسيميا إلى التليف الكيسي، ومن متلازمة داون إلى ضمور العضلات الشوكي...
لكل مرض وراثي أرقام صادمة تستحق أن نتوقف عندها ونسعى لنشر الوعي عنها.

📈 تعرّف أكثر على مدى انتشار الأمراض الوراثية عالميًا، وأهمية الفحص المبكر ودور الاستشارات الوراثية في حماية الأجيال القادمة.

لا تدع المعلومة تتوقف عندك! 🌱 شارك البوست وساهم بنشر الوعي.

#الأمراض_الوراثية 
 #الفحص_قبل_الزواج 
#المشورة_قبل_الزواج",,0,04/28/2025 13:25,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid034sTaFCNwSf9jjS2aowvLJVesSES6PckKmPQV5WPoZyH9Goo98UrJ9yg69y3y8irRl,0,0,Photos,,,,,Lifetime,0,169,25,24,1,0,8,6,2,,,0,169,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,6.15528E+13,المشورة والفحص قبل الزواج ,"🧬 الأمراض الوراثية… صامتة لكنها تغيّر الحياة!

هل تعتقد أن الوراثة مجرد ملامح نرثها؟ 🤔 أحيانًا تورّث لنا تحديات صحية معقّدة مثل التليف الكيسي والثلاسيميا!

🩺 التليف الكيسي: مرض وراثي يسبب مخاطًا كثيفًا يهاجم الرئتين والجهاز الهضمي… لكن بفضل العلاج الجيني وتقنيات CRISPR، الأمل بالشفاء أصبح أقرب من أي وقت مضى!

📖  اكتشف المزيد عن التليف الكيسي من خلال رابط المقالة المرفق 
https://thehealthgardens.com/التليف-الكيسي/

🩸 الثلاسيميا: اضطراب دم وراثي يجعل الجسم عاجزًا عن حمل الأكسجين… فهل يكون العلاج الجيني هو الحل لإنهاء معاناة نقل الدم؟

📖 اقرأ كل ما تحتاج معرفته عن الثلاسيميا من خلال رابط المقالة المرفق 
 https://thehealthgardens.com/الثلاسيميا/
🚀 التوعية والفحص الجيني هما خط الدفاع الأول لصحة الأجيال!

#الأمراض_الوراثية 
#التليف_الكيسي
 #الثلاسيميا 
#الفحص_قبل_الزواج
#المشورة_قبل_الزواج",,0,04/30/2025 10:45,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02yjkaiiyJhyJk6EpwyaicpJ2c1TutAvtiKPmAUDfSfDqinRvmNxksnW2GGvTgwn3Fl,0,0,Photos,,,,,Lifetime,0,185,36,30,5,1,24,16,3,,5,0,185,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,6.15528E+13,المشورة والفحص قبل الزواج ,"هل سمعت عن أمراض الدم الجينية التي قد تهدد الحياة بصمت؟

تعرف على الهيموفيليا وفقر الدم المنجلي… حالتان مختلفتان، لكنهما تشتركان في الألم، التحديات، والأمل في العلاج.
🩸 الهيموفيليا: نزيف لا يتوقف، حتى من إصابة بسيطة!
💔 فقر الدم المنجلي: خلايا دم مشوهة تسبب ألمًا مبرحًا ونقصًا حادًا في الأكسجين!
🌟 لحسن الحظ، العلاج الجيني أصبح أملًا جديدًا يلوح في الأفق.

📖 اقرأ مقالنا الشامل واكتشف:
✅ ما هي أخطر المضاعفات التي لا يعرفها الكثيرون؟
✅ هل هناك علاج جذري؟
✅ كيف يمكن للتشخيص المبكر أن يُغيّر كل شيء؟
📲 اقرأ الآن وشارك التوعية 👇
🔗 https://thehealthgardens.com/blog/
#التوعية_الوراثية
#الهيموفيليا
#فقر_الدم_المنجلى
#الفحص_قبل_الزواج
#المشورة_قبل_الزواج",,0,05/02/2025 11:05,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid0uZrSiGmme5cFyJTnD4ofRoDidKG7BBtMRtdJyqDxjLmJzMXBfc2cdqvPbZz41h4Fl,0,0,Photos,,,,,Lifetime,0,125,28,25,2,1,13,11,,,2,0,125,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,6.15528E+13,المشورة والفحص قبل الزواج ,"⚠️ هل يمكن لطبق فول أو قطعة بروتين أن تغيّر مستقبل أسرتك؟

نعم، وقد تكون البداية في لحظة لا تتوقّعها!

إذا كنت مقبلًا على الزواج، فهناك معلومة طبية قد تُحدث فرقًا كبيرًا في حياتك وحياة أبنائك.

🧬 هل سمعت من قبل عن:
🔹 **الفينيل كيتونوريا (PKU):**
اضطراب وراثي نادر يمنع الجسم من تكسير حمض أميني موجود في الطعام، مما يؤدي إلى تراكمه في الدم، ويسبب تلفًا خطيرًا في الدماغ منذ الأشهر الأولى من حياة الطفل.

🔹 **أنيميا الفول (نقص G6PD):**
مرض يجعل كريات الدم الحمراء هشة للغاية، وتتكسر بعد تناول الفول أو بعض الأدوية. وقد يُصاب به الطفل دون أن يظهر أي عرَض على الأبوين!

🚫 هل تعلم أن كثيرًا من الأزواج يكتشفون هذه الأمراض بعد فوات الأوان؟
✅ لكن الفحص الوراثي والتثقيف المسبق قادر على تغيير كل ذلك.

📚 في هذا المقال:
✔️ شرح مبسّط لهذه الأمراض
✔️ أعراضها وطرق انتقالها
✔️ كيفية الوقاية منها قبل الزواج
✔️ توصيات تساعدك على اتخاذ قرار واثق لحياة أسرية سليمة

🎯 لا تؤجّل أهم معلومة في حياتك الزوجية القادمة.
اقرأ الآن، واحمِ مستقبلك ومستقبل أبنائك 👇
🔗https://thehealthgardens.com/blog/
 #الأمراض_الوراثية
 #الفحص_قبل_الزواج 
 #المشورة_قبل_الزواج",,0,05/03/2025 10:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02is6qwrKXWu4rymjajGRtdCEEHg6rYhrXrMw4XzHKRYY9uNbCcEAJ3k11coVZ1rT4l,0,0,Photos,,,,,Lifetime,0,113,22,21,1,0,5,5,,,,0,113,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
